id,name,lastname,price,flycode,typePassenger,statusFlight
318,Maxi,Herrera,37000.000000,GU2345F,economica,En Vuelo
150,Maynard,Ramos,18000.000000,TU6789B,ejecutiva,Aterrizado
156,Melisa,Fuentes,12000.000000,TU6789B,ejecutiva,Aterrizado
108,Mellicent,Gallardo,50000.000000,MM0987B,ejecutiva,En Horario
212,Melloney,Poblete,33000.000000,TU6789B,economica,Aterrizado
563,Melody,Navarro,20000.000000,BR3456J,economica,Demorado
450,Melonie,Ramos,33000.000000,FR5678G,premium,En Horario
468,Melva,Herrera,42000.000000,FR5678G,ejecutiva,En Horario
377,Menard,Soto,37000.000000,HY4567D,ejecutiva,Demorado
501,Mercie,Maldonado,42000.000000,FR5678G,economica,En Horario
384,Merissa,Flores,25000.000000,HY4567D,economica,Demorado
434,Merle,Navarrete,10000.000000,HY4567D,economica,Demorado
155,Merrile,Morales,50000.000000,BA2491A,economica,Aterrizado
294,Micheil,Ruiz,37000.000000,GU2345F,economica,En Vuelo
496,Michele,Ruiz,42000.000000,FR5678G,economica,En Horario
243,Mikael,Herrera,50000.000000,TU6789B,economica,Aterrizado
399,Millie,Miranda,15000.000000,HY4567D,economica,Demorado
258,Minnnie,Gallardo,20000.000000,GU2345F,premium,En Vuelo
298,Minny,Navarro,33000.000000,GU2345F,economica,En Vuelo
346,Modesta,Ruiz,33000.000000,GU2345F,economica,En Vuelo
152,Morris,Soto,10000.000000,BA2491A,economica,Aterrizado
49,Morse,Godoy,25000.000000,IB0800A,ejecutiva,Aterrizado
141,Mozes,Venegas,25000.000000,TU6789B,premium,Aterrizado
64,My,Toro,18000.000000,MM0987B,ejecutiva,En Horario
410,Nani,Garrido,50000.000000,HY4567D,economica,Demorado
226,Nanni,Rojas,25000.000000,BA2491A,economica,Aterrizado
400,Natassia,Bravo,42000.000000,HY4567D,economica,Demorado
221,Neely,Romero,20000.000000,TU6789B,economica,Aterrizado
255,Neila,Sandoval,15000.000000,TU6789B,economica,Aterrizado
389,Neron,Reyes,42000.000000,HY4567D,economica,Demorado
200,Nerty,Lagos,20000.000000,TU6789B,economica,Aterrizado
110,Nial,Garrido,15000.000000,MM0987B,ejecutiva,En Horario
63,Nicky,Bustamante,42000.000000,MM0987B,ejecutiva,En Horario
378,Nicola,Contreras,12000.000000,HY4567D,ejecutiva,Demorado
135,Nicolina,Alvarado,30000.000000,TU6789B,premium,Aterrizado
435,Nikolaus,Alvarado,30000.000000,HY4567D,economica,Demorado
26,Nikoletta,Vera,50000.000000,MM0987B,premium,En Horario
137,Nikoletta,Poblete,12000.000000,TU6789B,premium,Aterrizado
136,Nita,Donoso,12000.000000,TU6789B,premium,Aterrizado
29,Noella,Campos,15000.000000,IB0800A,premium,Aterrizado
477,Noll,Molina,30000.000000,FR5678G,ejecutiva,En Horario
211,Nona,Donoso,30000.000000,TU6789B,economica,Aterrizado
505,Norbert,Palma,20000.000000,FR5678G,economica,En Horario
494,Obadiah,Leiva,12000.000000,FR5678G,economica,En Horario
492,Obadias,Aravena,10000.000000,FR5678G,economica,En Horario
171,Ofelia,Rivera,30000.000000,BA2491A,economica,Aterrizado
95,Ofella,Vergara,50000.000000,IB0800A,economica,Aterrizado
509,Olivier,Navarrete,20000.000000,FR5678G,economica,En Horario
77,Omero,Soto,10000.000000,BA2491A,ejecutiva,Aterrizado
520,Ophelie,Moreno,37000.000000,FR5678G,economica,En Horario
515,Oralia,Ortega,10000.000000,FR5678G,economica,En Horario
550,Oren,Bravo,20000.000000,MM0987B,economica,En Horario
560,Orlan,Garrido,25000.000000,BR3456J,ejecutiva,Demorado
168,Osbert,Herrera,15000.000000,TU6789B,ejecutiva,Aterrizado
121,Otho,Ruiz,20000.000000,BA2491A,ejecutiva,Aterrizado
424,Paddie,Godoy,33000.000000,HY4567D,economica,Demorado
10,Park,Espinoza,30000.000000,MM0987B,premium,En Horario
96,Pascale,Rivera,15000.000000,IB0800A,economica,Aterrizado
305,Patrice,Morales,37000.000000,GU2345F,economica,En Vuelo
74,Patrizio,Torres,15000.000000,IB0800A,ejecutiva,Aterrizado
303,Patton,Contreras,15000.000000,GU2345F,economica,En Vuelo
430,Pauly,Palma,30000.000000,HY4567D,economica,Demorado
75,Pen,Ramos,18000.000000,IB0800A,economica,Aterrizado
311,Pernell,Valenzuela,50000.000000,GU2345F,economica,En Vuelo
69,Petey,Ruiz,15000.000000,IB0800A,ejecutiva,Aterrizado
433,Petronille,Carvajal,42000.000000,HY4567D,economica,Demorado
526,Phelia,Rojas,33000.000000,FR5678G,economica,En Horario
119,Philipa,Leiva,42000.000000,TU6789B,premium,Aterrizado
349,Phillipe,Godoy,37000.000000,GU2345F,economica,En Vuelo
521,Pietrek,Romero,25000.000000,FR5678G,economica,En Horario
277,Portie,Bustos,15000.000000,GU2345F,ejecutiva,En Vuelo
106,Prentiss,Orellana,30000.000000,IB0800A,economica,Aterrizado
329,Prisca,Campos,18000.000000,GU2345F,economica,En Vuelo
213,Rafaello,Bustamante,37000.000000,TU6789B,economica,Aterrizado
28,Raine,Vega,30000.000000,IB0800A,premium,Aterrizado
208,Rand,Carvajal,20000.000000,TU6789B,economica,Aterrizado
347,Retha,Vidal,15000.000000,GU2345F,economica,En Vuelo
542,Riccardo,Carrasco,42000.000000,BR3456J,premium,Demorado
197,Richard,Vidal,42000.000000,BA2491A,economica,Aterrizado
428,Rikki,Medina,12000.000000,HY4567D,economica,Demorado
531,Rina,Fuentes,25000.000000,FR5678G,economica,En Horario
272,Rina,Vidal,20000.000000,GU2345F,ejecutiva,En Vuelo
498,Roch,Salinas,33000.000000,FR5678G,economica,En Horario
293,Rod,Mendoza,50000.000000,GU2345F,ejecutiva,En Vuelo
20,Roda,Vergara,25000.000000,MM0987B,premium,En Horario
120,Roderigo,Escobar,20000.000000,BA2491A,ejecutiva,Aterrizado
50,Roland,Lagos,25000.000000,IB0800A,ejecutiva,Aterrizado
139,Romola,Toro,50000.000000,TU6789B,premium,Aterrizado
183,Ron,Gallardo,20000.000000,TU6789B,economica,Aterrizado
383,Rosalia,Araya,18000.000000,HY4567D,economica,Demorado
418,Rosalyn,Vargas,37000.000000,HY4567D,economica,Demorado
203,Rosemarie,Medina,33000.000000,TU6789B,economica,Aterrizado
461,Roslyn,Valenzuela,10000.000000,FR5678G,premium,En Horario
438,Roslyn,Bustamante,25000.000000,HY4567D,economica,Demorado
176,Russell,Vera,50000.000000,BA2491A,economica,Aterrizado
605,Saleem,Torres,20000.000000,MM0987B,economica,En Horario
276,Samara,Maldonado,50000.000000,GU2345F,ejecutiva,En Vuelo
390,Sarajane,Castro,10000.000000,HY4567D,economica,Demorado
342,Sasha,Aravena,15000.000000,GU2345F,economica,En Vuelo
554,Saunder,Campos,37000.000000,MM0987B,economica,En Horario
325,Saunders,Bravo,25000.000000,BA2491A,economica,Aterrizado
528,Saw,Contreras,15000.000000,FR5678G,economica,En Horario
181,Sayre,Orellana,18000.000000,TU6789B,economica,Aterrizado
44,Sayre,Leiva,33000.000000,IB0800A,premium,Aterrizado
370,Sayre,Moreno,33000.000000,HY4567D,ejecutiva,Demorado
132,Sayres,Sanhueza,10000.000000,TU6789B,premium,Aterrizado
116,Scarface,Romero,50000.000000,MM0987B,ejecutiva,En Horario
353,Scarlett,Medina,20000.000000,HY4567D,premium,Demorado
115,Sebastien,Parra,37000.000000,MM0987B,ejecutiva,En Horario
595,Sharai,Moreno,10000.000000,BA2491A,economica,Aterrizado
586,Shaughn,Donoso,15000.000000,BR3456J,economica,Demorado
45,Shaughn,Escobar,15000.000000,IB0800A,premium,Aterrizado
232,Shauna,Torres,25000.000000,TU6789B,economica,Aterrizado
286,Shea,Donoso,12000.000000,GU2345F,ejecutiva,En Vuelo
407,Sheila-kathryn,Olivares,10000.000000,HY4567D,economica,Demorado
354,Shel,Pino,25000.000000,HY4567D,premium,Demorado
517,Shelley,Guerrero,15000.000000,FR5678G,economica,En Horario
315,Sheridan,Castro,50000.000000,GU2345F,economica,En Vuelo
398,Shermie,Riquelme,12000.000000,HY4567D,economica,Demorado
235,Sherwin,Espinoza,50000.000000,MM0987B,ejecutiva,En Horario
162,Shirl,Castillo,20000.000000,TU6789B,ejecutiva,Aterrizado
98,Sib,Riquelme,33000.000000,IB0800A,economica,Aterrizado
251,Sibley,Vera,20000.000000,TU6789B,economica,Aterrizado
457,Sidonia,Torres,10000.000000,FR5678G,premium,En Horario
445,Silas,Moreno,20000.000000,IB0800A,economica,Aterrizado
244,Sileas,Jara,20000.000000,TU6789B,economica,Aterrizado
447,Silvie,Alonso,12000.000000,FR5678G,premium,En Horario
584,Sioux,Navarrete,12000.000000,MM0987B,economica,En Horario
249,Skylar,Miranda,20000.000000,TU6789B,economica,Aterrizado
416,Sly,Romero,42000.000000,HY4567D,economica,Demorado
48,Solomon,Salinas,10000.000000,IB0800A,ejecutiva,Aterrizado
42,Star,Aravena,33000.000000,MM0987B,premium,En Horario
19,Stefa,Jara,42000.000000,BA2491A,premium,Aterrizado
157,Stephen,Torres,37000.000000,TU6789B,ejecutiva,Aterrizado
72,Stu,Alonso,12000.000000,MM0987B,ejecutiva,En Horario
61,Sully,Donoso,15000.000000,MM0987B,ejecutiva,En Horario
290,Svend,Ortega,25000.000000,GU2345F,ejecutiva,En Vuelo
22,Sydney,Figueroa,10000.000000,MM0987B,premium,En Horario
546,Tabb,Rivera,50000.000000,BR3456J,ejecutiva,Demorado
190,Tabor,Parra,37000.000000,TU6789B,economica,Aterrizado
414,Tally,Aguilera,42000.000000,HY4567D,economica,Demorado
269,Tam,Leiva,20000.000000,GU2345F,ejecutiva,En Vuelo
297,Tamarah,Alonso,50000.000000,GU2345F,economica,En Vuelo
604,Tamarra,Navarro,15000.000000,MM0987B,economica,En Horario
500,Tania,Lagos,42000.000000,FR5678G,economica,En Horario
92,Tanny,Carrasco,42000.000000,IB0800A,economica,Aterrizado
84,Tanya,Flores,30000.000000,IB0800A,economica,Aterrizado
55,Tatiania,Palma,20000.000000,IB0800A,ejecutiva,Aterrizado
427,Tedra,Bustos,33000.000000,HY4567D,economica,Demorado
422,Terrie,Vidal,42000.000000,HY4567D,economica,Demorado
134,Thomasina,Navarrete,42000.000000,TU6789B,premium,Aterrizado
356,Tiphani,Moreno,33000.000000,HY4567D,premium,Demorado
463,Toby,Tapia,20000.000000,FR5678G,ejecutiva,En Horario
78,Tom,Contreras,33000.000000,BA2491A,ejecutiva,Aterrizado
310,Torrey,Espinoza,42000.000000,GU2345F,economica,En Vuelo
600,Trenna,Ramos,10000.000000,MM0987B,economica,En Horario
56,Trenton,Moreno,12000.000000,IB0800A,ejecutiva,Aterrizado
585,Trista,Alvarado,50000.000000,BR3456J,economica,Demorado
364,Trumaine,Toro,15000.000000,HY4567D,premium,Demorado
525,Trumaine,Ramos,42000.000000,FR5678G,economica,En Horario
219,Tully,Ruiz,18000.000000,TU6789B,economica,Aterrizado
553,Tyrone,Vega,15000.000000,MM0987B,economica,En Horario
360,Umeko,Alvarado,30000.000000,HY4567D,premium,Demorado
194,Urban,Leiva,10000.000000,BA2491A,economica,Aterrizado
202,Urbano,Bustos,50000.000000,TU6789B,economica,Aterrizado
519,Vassili,Ruiz,33000.000000,FR5678G,economica,En Horario
570,Verina,Escobar,37000.000000,IB0800A,economica,Aterrizado
572,Vernen,Vidal,18000.000000,IB0800A,economica,Aterrizado
367,Vic,Guerrero,25000.000000,HY4567D,premium,Demorado
236,Vikki,Valenzuela,33000.000000,MM0987B,ejecutiva,En Horario
309,Vincents,Flores,25000.000000,MM0987B,economica,En Horario
381,Viva,Fuentes,25000.000000,HY4567D,economica,Demorado
262,Wade,Saavedra,12000.000000,GU2345F,premium,En Vuelo
516,Wadsworth,Venegas,30000.000000,FR5678G,economica,En Horario
579,Wake,Pino,25000.000000,BR3456J,economica,Demorado
118,Waldon,Vargas,30000.000000,MM0987B,ejecutiva,En Horario
599,Wandie,Torres,25000.000000,BA2491A,economica,Aterrizado
107,Wanids,Olivares,30000.000000,MM0987B,ejecutiva,En Horario
130,Weider,Palma,50000.000000,TU6789B,premium,Aterrizado
558,Wenda,Gallardo,12000.000000,BR3456J,ejecutiva,Demorado
265,Wesley,Parra,10000.000000,GU2345F,premium,En Vuelo
401,Wheeler,Vera,25000.000000,HY4567D,economica,Demorado
242,Willa,Carrasco,30000.000000,TU6789B,economica,Aterrizado
396,Willdon,Rivera,10000.000000,HY4567D,economica,Demorado
490,Wini,Parra,37000.000000,FR5678G,economica,En Horario
561,Wittie,Salazar,37000.000000,BR3456J,ejecutiva,Demorado
386,Wolfy,Valenzuela,33000.000000,HY4567D,economica,Demorado
483,Yelena,Gallardo,50000.000000,FR5678G,ejecutiva,En Horario
503,Yetta,Medina,25000.000000,FR5678G,economica,En Horario
124,Yorke,Godoy,15000.000000,BA2491A,economica,Aterrizado
417,Yul,Aravena,30000.000000,HY4567D,economica,Demorado
153,Yuri,Contreras,25000.000000,BA2491A,economica,Aterrizado
182,Zabrina,Olivares,12000.000000,TU6789B,economica,Aterrizado
587,Zitella,Poblete,42000.000000,BR3456J,economica,Demorado
421,Zorina,Ruiz,18000.000000,HY4567D,economica,Demorado
452,Zsa zsa,Soto,20000.000000,FR5678G,premium,En Horario
